pass_id,mode,batch_size,prefill_tokens,decode_tokens,avg_seq_len,forward_time_ms
505,EXTEND,4,94,0,164.00,26.82
506,DECODE,202,0,202,265.28,6.45
507,DECODE,202,0,202,266.28,6.15
508,DECODE,201,0,201,267.46,6.36
509,EXTEND,3,83,0,146.00,15.21
510,DECODE,202,0,202,267.59,6.13
511,EXTEND,3,3,0,168.00,14.19
512,DECODE,205,0,205,267.14,6.25
513,DECODE,205,0,205,268.14,6.12
514,DECODE,204,0,204,269.11,6.51
515,EXTEND,2,134,0,155.00,20.08
516,DECODE,196,0,196,272.31,7.04
517,EXTEND,6,194,0,142.83,14.24
518,DECODE,198,0,198,270.20,6.17
519,EXTEND,5,50,0,134.00,18.62
520,DECODE,201,0,201,267.24,6.41
521,EXTEND,4,52,0,134.00,21.74
522,DECODE,203,0,203,266.41,6.30
523,EXTEND,4,157,0,163.00,20.59
524,DECODE,200,0,200,266.94,6.09
525,EXTEND,5,55,0,190.60,14.37
526,DECODE,201,0,201,266.25,6.45
527,EXTEND,5,209,0,140.20,22.37
528,DECODE,201,0,201,265.88,6.22
529,EXTEND,5,533,0,206.60,19.74
530,DECODE,205,0,205,265.82,6.62
531,EXTEND,4,244,0,147.50,24.99
532,DECODE,209,0,209,264.56,7.48
533,DECODE,209,0,209,265.56,6.13
534,DECODE,207,0,207,267.21,6.31
535,EXTEND,3,3,0,145.00,14.47
536,DECODE,207,0,207,266.07,6.61
537,EXTEND,4,109,0,131.00,23.65
538,DECODE,209,0,209,265.15,6.17
539,EXTEND,3,91,0,132.33,22.86
540,DECODE,210,0,210,264.37,6.11
541,EXTEND,3,55,0,137.33,15.04
542,DECODE,213,0,213,263.58,6.31
543,DECODE,213,0,213,264.58,6.23
544,DECODE,211,0,211,265.83,6.29
545,EXTEND,3,3,0,142.00,14.89
546,DECODE,212,0,212,265.29,6.45
547,EXTEND,3,219,0,166.00,14.18
548,DECODE,212,0,212,265.13,6.22
549,EXTEND,3,85,0,143.33,27.36
550,DECODE,215,0,215,264.43,6.23
551,DECODE,215,0,215,265.43,6.32
552,DECODE,213,0,213,267.04,6.46
553,EXTEND,3,208,0,186.00,15.02
554,DECODE,210,0,210,266.52,6.29
555,EXTEND,5,111,0,233.40,14.78
556,DECODE,212,0,212,267.36,6.37
557,EXTEND,4,232,0,181.00,15.01
558,DECODE,207,0,207,268.55,6.55
559,EXTEND,6,6,0,156.50,17.78
560,DECODE,213,0,213,266.39,6.93
561,DECODE,213,0,213,267.39,6.31
562,DECODE,211,0,211,268.84,6.80
563,EXTEND,5,259,0,146.80,19.35
564,DECODE,213,0,213,267.70,6.21
565,EXTEND,5,57,0,137.60,19.15
566,DECODE,215,0,215,265.98,6.20
567,EXTEND,4,262,0,166.50,21.03
568,DECODE,217,0,217,265.84,7.59
569,EXTEND,4,92,0,176.50,23.91
570,DECODE,217,0,217,266.91,6.29
571,EXTEND,4,116,0,138.50,14.96
572,DECODE,218,0,218,266.15,6.44
573,EXTEND,4,360,0,204.50,18.32
574,DECODE,220,0,220,265.53,6.18
575,EXTEND,3,311,0,251.67,20.99
576,DECODE,222,0,222,266.68,6.34
577,EXTEND,2,2,0,255.00,14.41
578,DECODE,222,0,222,268.46,6.31
579,EXTEND,3,189,0,201.67,19.23
580,DECODE,222,0,222,269.68,6.42
581,EXTEND,3,118,0,187.67,23.69
582,DECODE,225,0,225,269.59,7.60
583,DECODE,225,0,225,270.59,6.38
584,DECODE,225,0,225,271.59,6.41
585,DECODE,224,0,224,272.42,6.43
586,EXTEND,3,3,0,203.00,15.17
587,DECODE,217,0,217,272.55,7.19
588,EXTEND,6,420,0,156.67,19.88
589,DECODE,220,0,220,271.63,6.40
590,EXTEND,5,293,0,176.20,19.90
591,DECODE,223,0,223,270.83,7.39
592,EXTEND,4,310,0,188.50,23.93
593,DECODE,220,0,220,272.38,7.57
594,EXTEND,5,473,0,203.40,20.84
595,DECODE,224,0,224,271.91,6.65
596,EXTEND,4,204,0,139.00,14.65
597,DECODE,225,0,225,271.63,6.55
598,EXTEND,4,188,0,134.00,19.96
